OrderID,Date,Product,Category,Quantity,UnitPrice,DiscountNum,City,Manager,Segment,Cost,Revenue,Profit
ORD-2411-00202,2024-01-11,Smartphone X,Electronics,3,1322.95,0.0,Saint Petersburg,Petrova,B2C,2867.04,3968.85,1101.81
ORD-2305-00203,2023-08-05,Tablet Mini,Electronics,4,158.89,0.05,Saint Petersburg,Unknown,B2C,409.96,603.78,193.82
ORD-2404-00204,2024-08-04,T-Shirt Cotton,Clothing,2,82.39,0.05,Yekaterinburg,Ivanov,B2C,115.68,156.54,40.86
ORD-2308-00205,2023-08-11,Puzzle 1000,Toys,7,11.89,0.0,Saint Petersburg,Unknown,B2C,59.99,83.23,23.24
ORD-2410-00206,2024-10-10,Monitor 24,Office,1,196.5,0.0,Yekaterinburg,Kuznetsov,B2C,129.28,196.5,67.22
ORD-2404-00207,2024-04-12,Blender Max,Home,5,158.91,0.0,Nizhny Novgorod,Kuznetsov,B2B,653.5,794.55,141.05
ORD-2304-00208,2023-04-30,Tablet Mini,Electronics,7,963.88,0.0,Nizhny Novgorod,Orlov,B2C,5192.67,6747.16,1554.49
ORD-2508-00209,2025-08-25,Monitor 24,Office,3,198.06,0.1,Moscow,Smirnova,B2B,476.88,534.76,57.88
ORD-2406-00210,2024-06-18,Hiking Boots,Outdoor,6,237.19,0.15,Yekaterinburg,Unknown,B2B,1020.96,1209.67,188.71
ORD-2310-00211,2023-10-30,Cap Sport,Clothing,6,113.14,0.15,Kazan,Volkova,B2B,466.74,577.01,110.27
ORD-2310-00212,2023-10-20,Thermo Bottle,Outdoor,2,338.79,0.1,Novosibirsk,Smirnova,B2C,541.88,609.82,67.94
ORD-2311-00213,2023-11-27,Sneakers Run,Clothing,1,47.08,0.15,Nizhny Novgorod,Orlov,B2B,29.88,40.02,10.14
ORD-2501-00214,2025-01-02,T-Shirt Cotton,Clothing,2,53.4,0.0,Saint Petersburg,Smirnova,B2B,90.76,106.8,16.04
ORD-2306-00215,2023-06-27,Air Purifier,Home,3,166.17,0.0,Novosibirsk,Orlov,B2C,415.32,498.51,83.19
ORD-2402-00216,2024-02-20,Paper A4,Office,5,73.79,0.0,Novosibirsk,Kuznetsov,B2C,271.85,368.95,97.1
ORD-2410-00217,2024-10-21,Camera Zoom,Electronics,2,512.77,0.15,Moscow,Orlov,B2B,827.92,871.71,43.79
ORD-2405-00218,2024-07-05,Cap Sport,Clothing,7,112.59,0.0,Yekaterinburg,Smirnova,B2C,648.62,788.13,139.51
ORD-2506-00219,2025-06-05,Hiking Boots,Outdoor,3,236.08,0.05,Yekaterinburg,Smirnova,B2C,496.08,672.83,176.75
ORD-2404-00220,2024-04-15,Monitor 24,Office,6,224.29,0.05,Moscow,Sidorov,B2C,826.92,1278.45,451.53
ORD-2505-00221,2025-05-29,Jacket Wind,Clothing,7,76.21,0.1,Saint Petersburg,Petrova,B2B,332.15,480.12,147.97
ORD-2301-00222,2023-01-02,Headphones Pro,Electronics,4,1119.21,0.0,Novosibirsk,Orlov,B2C,3612.12,4476.84,864.72
ORD-2308-00223,2023-08-03,Desk Chair,Office,6,261.97,0.2,Nizhny Novgorod,Petrova,B2C,1193.4,1257.46,64.06
ORD-2503-00224,2025-03-30,Board Game,Toys,5,80.51,0.0,Nizhny Novgorod,Smirnova,B2C,298.65,402.55,103.9
ORD-2412-00225,2024-12-23,Desk Chair,Office,7,409.22,0.0,Yekaterinburg,Ivanov,B2C,2060.66,2864.54,803.88
ORD-2311-00226,2023-11-25,Thermo Bottle,Outdoor,1,394.12,0.05,Moscow,Orlov,B2C,317.14,374.41,57.27
ORD-2409-00227,2024-09-09,Blender Max,Home,4,114.06,0.05,Novosibirsk,Volkova,B2C,306.0,433.43,127.43
ORD-2407-00228,2024-07-11,Building Blocks,Toys,3,124.47,0.15,Saint Petersburg,Petrova,B2C,258.54,317.4,58.86
ORD-2503-00229,2025-03-14,Desk Chair,Office,5,277.77,0.0,Yekaterinburg,Ivanov,B2C,1129.5,1388.85,259.35
ORD-2308-00230,2023-08-20,Coffee Maker,Home,5,143.01,0.05,Novosibirsk,Unknown,B2B,464.25,679.3,215.05
ORD-2308-00231,2023-08-03,Blender Max,Home,2,160.68,0.1,Nizhny Novgorod,Unknown,B2B,202.54,289.22,86.68
ORD-2505-00232,2025-05-25,Paper A4,Office,4,227.02,0.0,Nizhny Novgorod,Orlov,B2C,555.48,908.08,352.6
ORD-2402-00233,2024-02-18,Tent 2P,Outdoor,2,504.4,0.1,Novosibirsk,Unknown,B2C,839.62,907.92,68.3
ORD-2309-00234,2023-09-11,Desk Chair,Office,6,143.74,0.0,Novosibirsk,Unknown,B2B,524.34,862.44,338.1
ORD-2303-00235,2023-03-17,Sneakers Run,Clothing,6,61.09,0.1,Saint Petersburg,Smirnova,B2B,285.42,329.89,44.47
ORD-2304-00236,2023-04-10,Tablet Mini,Electronics,5,534.11,0.0,Kazan,Kuznetsov,B2C,2036.7,2670.55,633.85
ORD-2411-00237,2024-11-13,Paper A4,Office,3,340.14,0.1,Nizhny Novgorod,Sidorov,B2C,794.04,918.38,124.34
ORD-2312-00238,2023-12-31,Tent 2P,Outdoor,7,261.22,0.1,Moscow,Ivanov,B2C,1155.84,1645.69,489.85
ORD-2402-00239,2024-02-15,Puzzle 1000,Toys,6,81.29,0.0,Saint Petersburg,Kuznetsov,B2C,382.26,487.74,105.48
ORD-2306-00240,2023-06-09,Thermo Bottle,Outdoor,1,164.73,0.0,Yekaterinburg,Ivanov,B2C,111.0,164.73,53.73
ORD-2301-00241,2023-01-09,Monitor 24,Office,6,40.37,0.1,Nizhny Novgorod,Orlov,B2C,184.74,218.0,33.26
ORD-2503-00242,2025-03-21,Jeans Slim,Clothing,5,90.21,0.15,Yekaterinburg,Ivanov,B2C,365.85,383.39,17.54
ORD-2312-00243,2023-12-08,Lamp LED,Home,6,154.98,0.05,Yekaterinburg,Orlov,B2C,700.26,883.39,183.13
ORD-2301-00244,2023-04-01,Jeans Slim,Clothing,2,96.79,0.0,Nizhny Novgorod,Petrova,B2C,143.72,193.58,49.86
ORD-2502-00245,2025-02-27,T-Shirt Cotton,Clothing,6,152.86,0.15,Saint Petersburg,Sidorov,B2C,616.02,779.59,163.57
ORD-2509-00246,2025-09-26,Air Purifier,Home,4,141.81,0.0,Moscow,Unknown,B2C,421.36,567.24,145.88
ORD-2312-00247,2023-12-12,Coffee Maker,Home,6,96.82,0.0,Moscow,Unknown,B2C,448.5,580.92,132.42
ORD-2501-00248,2025-01-06,Blender Max,Home,1,25.96,0.1,Novosibirsk,Ivanov,B2B,19.89,23.36,3.47
ORD-2411-00249,2024-11-12,Doll Classic,Toys,3,116.81,0.05,Nizhny Novgorod,Volkova,B2B,236.64,332.91,96.27
ORD-2412-00250,2024-12-14,Monitor 24,Office,5,261.62,0.0,Yekaterinburg,Petrova,B2B,1078.4,1308.1,229.7
ORD-2411-00251,2024-11-05,Thermo Bottle,Outdoor,6,305.2,0.05,Saint Petersburg,Smirnova,B2C,1441.92,1739.64,297.72
ORD-2304-00252,2023-04-06,Sneakers Run,Clothing,5,148.42,0.1,Kazan,Orlov,B2C,626.7,667.89,41.19
ORD-2312-00253,2023-12-18,Cap Sport,Clothing,3,63.84,0.0,Moscow,Orlov,B2C,152.88,191.52,38.64
ORD-2408-00254,2024-08-03,Paper A4,Office,6,63.39,0.0,Moscow,Volkova,B2B,283.5,380.34,96.84
ORD-2304-00255,2023-11-04,Air Purifier,Home,4,71.71,0.05,Nizhny Novgorod,Kuznetsov,B2C,172.36,272.5,100.14
ORD-2503-00256,2025-03-14,Hiking Boots,Outdoor,3,505.84,0.1,Kazan,Smirnova,B2C,1038.3,1365.77,327.47
ORD-2311-00257,2023-11-18,Tablet Mini,Electronics,3,576.88,0.1,Moscow,Petrova,B2C,1081.68,1557.58,475.9
ORD-2411-00258,2024-11-28,Backpack 30L,Outdoor,1,228.78,0.1,Moscow,Unknown,B2C,189.16,205.9,16.74
ORD-2312-00259,2023-10-12,Keyboard Mech,Office,6,172.68,0.1,Moscow,Sidorov,B2C,879.36,932.47,53.11
ORD-2412-00260,2024-12-22,Laptop Air,Electronics,3,373.17,0.1,Nizhny Novgorod,Volkova,B2C,886.44,1007.56,121.12
ORD-2501-00261,2025-01-14,Blender Max,Home,6,153.94,0.15,Kazan,Orlov,B2C,780.78,785.09,4.31
ORD-2312-00262,2023-12-09,Laptop Air,Electronics,7,285.1,0.0,Moscow,Unknown,B2C,1353.17,1995.7,642.53
ORD-2301-00263,2023-01-15,Board Game,Toys,5,128.7,0.1,Kazan,Ivanov,B2C,471.85,579.15,107.3
ORD-2404-00264,2024-11-04,Hiking Boots,Outdoor,1,385.73,0.15,Nizhny Novgorod,Smirnova,B2C,299.39,327.87,28.48
ORD-2509-00265,2025-09-02,Monitor 24,Office,7,177.84,0.0,Yekaterinburg,Smirnova,B2B,843.36,1244.88,401.52
ORD-2312-00266,2023-12-28,Puzzle 1000,Toys,1,67.47,0.1,Saint Petersburg,Orlov,B2C,42.55,60.72,18.17
ORD-2411-00267,2024-11-04,Thermo Bottle,Outdoor,7,217.2,0.0,Kazan,Unknown,B2B,1182.09,1520.4,338.31
ORD-2408-00268,2024-08-20,Lamp LED,Home,5,133.83,0.05,Saint Petersburg,Volkova,B2C,412.85,635.69,222.84
ORD-2402-00269,2024-02-07,Printer Jet,Office,5,76.18,0.0,Novosibirsk,Volkova,B2C,307.9,380.9,73.0
ORD-2312-00270,2023-12-28,Air Purifier,Home,6,156.1,0.0,Moscow,Ivanov,B2C,642.9,936.6,293.7
ORD-2504-00271,2025-02-04,Board Game,Toys,7,83.62,0.0,Nizhny Novgorod,Smirnova,B2C,488.6,585.34,96.74
ORD-2410-00272,2024-10-26,Board Game,Toys,6,19.69,0.0,Saint Petersburg,Kuznetsov,B2C,93.9,118.14,24.24
ORD-2502-00273,2025-02-25,Tablet Mini,Electronics,6,743.26,0.0,Nizhny Novgorod,Sidorov,B2C,3182.04,4459.56,1277.52
ORD-2406-00274,2024-06-09,Air Purifier,Home,6,237.02,0.1,Kazan,Unknown,B2C,1022.94,1279.91,256.97
ORD-2507-00275,2025-07-21,Blender Max,Home,4,181.08,0.1,Moscow,Sidorov,B2C,520.24,651.89,131.65
ORD-2502-00276,2025-02-08,Vacuum 3000,Home,7,102.57,0.05,Saint Petersburg,Volkova,B2C,465.85,682.09,216.24
ORD-2305-00277,2023-02-05,Thermo Bottle,Outdoor,7,160.45,0.05,Novosibirsk,Orlov,B2B,719.67,1066.99,347.32
ORD-2311-00278,2023-11-06,Jeans Slim,Clothing,2,160.41,0.2,Yekaterinburg,Kuznetsov,B2C,259.14,256.66,-2.48
ORD-2303-00279,2023-03-27,Printer Jet,Office,2,121.33,0.0,Novosibirsk,Volkova,B2C,146.22,242.66,96.44
ORD-2305-00280,2023-05-19,Air Purifier,Home,6,43.64,0.05,Nizhny Novgorod,Kuznetsov,B2C,189.18,248.75,59.57
ORD-2404-00281,2024-04-11,Blender Max,Home,2,41.14,0.1,Novosibirsk,Unknown,B2C,54.62,74.05,19.43
ORD-2412-00282,2024-12-05,Headphones Pro,Electronics,3,379.24,0.2,Novosibirsk,Petrova,B2C,790.11,910.18,120.07
ORD-2304-00283,2023-04-14,Sneakers Run,Clothing,7,31.44,0.05,Nizhny Novgorod,Sidorov,B2C,155.19,209.08,53.89
ORD-2309-00284,2023-09-06,Sneakers Run,Clothing,4,113.51,0.0,Moscow,Sidorov,B2B,303.36,454.04,150.68
ORD-2410-00285,2024-10-21,Puzzle 1000,Toys,6,115.68,0.2,Kazan,Petrova,B2B,505.02,555.26,50.24
ORD-2307-00286,2023-07-31,Blender Max,Home,6,52.42,0.0,Moscow,Sidorov,B2C,255.0,314.52,59.52
ORD-2308-00287,2023-08-01,Desk Chair,Office,1,325.41,0.0,Moscow,Unknown,B2C,239.58,325.41,85.83
ORD-2403-00288,2024-03-16,Vacuum 3000,Home,4,94.14,0.05,Novosibirsk,Volkova,B2C,310.88,357.73,46.85
ORD-2409-00289,2024-09-28,Monitor 24,Office,3,220.65,0.15,Saint Petersburg,Orlov,B2C,450.78,562.66,111.88
ORD-2312-00290,2023-12-20,Camera Zoom,Electronics,7,317.56,0.0,Novosibirsk,Kuznetsov,B2C,1585.78,2222.92,637.14
ORD-2504-00291,2025-04-10,Camera Zoom,Electronics,3,493.8,0.1,Moscow,Unknown,B2C,923.61,1333.26,409.65
ORD-2501-00292,2025-01-13,Doll Classic,Toys,4,145.61,0.0,Novosibirsk,Petrova,B2C,418.8,582.44,163.64
ORD-2507-00293,2025-07-29,Jeans Slim,Clothing,6,153.97,0.0,Moscow,Unknown,B2C,620.28,923.82,303.54
ORD-2505-00294,2025-05-29,Smartphone X,Electronics,7,574.07,0.1,Kazan,Volkova,B2C,3324.3,3616.64,292.34
ORD-2309-00295,2023-09-10,Lamp LED,Home,1,188.48,0.0,Kazan,Kuznetsov,B2C,142.02,188.48,46.46
ORD-2401-00296,2024-01-26,Building Blocks,Toys,1,86.06,0.1,Yekaterinburg,Volkova,B2C,65.41,77.45,12.04
ORD-2310-00297,2023-10-12,Air Purifier,Home,5,99.48,0.1,Nizhny Novgorod,Kuznetsov,B2C,403.2,447.66,44.46
ORD-2501-00298,2025-01-13,Lamp LED,Home,4,110.14,0.0,Yekaterinburg,Volkova,B2C,272.96,440.56,167.6
ORD-2509-00299,2025-09-21,Vacuum 3000,Home,2,189.08,0.1,Moscow,Smirnova,B2C,270.76,340.34,69.58
ORD-2401-00300,2024-01-07,Desk Chair,Office,3,231.37,0.1,Yekaterinburg,Unknown,B2C,479.01,624.7,145.69
ORD-2412-00301,2024-12-29,Monitor 24,Office,3,128.75,0.1,Saint Petersburg,Sidorov,B2C,273.87,347.62,73.75
ORD-2506-00302,2025-06-10,Doll Classic,Toys,4,134.85,0.0,Yekaterinburg,Orlov,B2C,441.6,539.4,97.8
ORD-2310-00303,2023-10-15,Printer Jet,Office,3,36.83,0.0,Saint Petersburg,Ivanov,B2C,70.83,110.49,39.66
ORD-2504-00304,2025-04-24,Camera Zoom,Electronics,1,613.18,0.0,Moscow,Sidorov,B2C,472.83,613.18,140.35
ORD-2310-00305,2023-10-30,T-Shirt Cotton,Clothing,1,98.49,0.15,Kazan,Smirnova,B2C,78.41,83.72,5.31
ORD-2403-00306,2024-03-31,Monitor 24,Office,3,108.05,0.1,Nizhny Novgorod,Orlov,B2C,233.1,291.74,58.64
ORD-2412-00307,2024-12-25,Bike Helmet,Outdoor,6,303.47,0.0,Yekaterinburg,Petrova,B2C,1312.2,1820.82,508.62
ORD-2404-00308,2024-04-17,Keyboard Mech,Office,3,320.38,0.1,Saint Petersburg,Kuznetsov,B2C,695.04,865.03,169.99
ORD-2401-00309,2024-09-01,Headphones Pro,Electronics,5,604.42,0.05,Kazan,Smirnova,B2B,2047.4,2871.0,823.6
ORD-2306-00310,2023-06-29,Camera Zoom,Electronics,2,789.72,0.0,Saint Petersburg,Unknown,B2B,1011.74,1579.44,567.7
ORD-2405-00311,2024-05-31,Doll Classic,Toys,6,72.94,0.0,Saint Petersburg,Unknown,B2B,285.36,437.64,152.28
ORD-2410-00312,2024-10-17,Keyboard Mech,Office,6,322.97,0.0,Nizhny Novgorod,Unknown,B2C,1330.08,1937.82,607.74
ORD-2307-00313,2023-07-17,T-Shirt Cotton,Clothing,5,65.88,0.15,Nizhny Novgorod,Unknown,B2B,237.2,279.99,42.79
ORD-2508-00314,2025-08-13,Doll Classic,Toys,3,112.15,0.0,Saint Petersburg,Sidorov,B2B,231.6,336.45,104.85
ORD-2410-00315,2024-10-30,Headphones Pro,Electronics,7,364.71,0.1,Kazan,Unknown,B2B,1936.83,2297.67,360.84
ORD-2311-00316,2023-06-11,Hiking Boots,Outdoor,7,379.63,0.05,Kazan,Volkova,B2C,1826.58,2524.54,697.96
ORD-2310-00317,2023-10-28,Air Purifier,Home,1,215.42,0.1,Saint Petersburg,Volkova,B2B,172.28,193.88,21.6
ORD-2411-00318,2024-11-28,Doll Classic,Toys,7,35.41,0.0,Yekaterinburg,Sidorov,B2C,174.3,247.87,73.57
ORD-2301-00319,2023-01-09,T-Shirt Cotton,Clothing,5,82.24,0.0,Moscow,Smirnova,B2C,311.55,411.2,99.65
ORD-2406-00320,2024-06-18,Doll Classic,Toys,6,126.71,0.1,Kazan,Sidorov,B2B,526.38,684.23,157.85
ORD-2312-00321,2023-12-31,Hiking Boots,Outdoor,2,436.61,0.1,Moscow,Volkova,B2C,643.88,785.9,142.02
ORD-2405-00322,2024-05-22,Air Purifier,Home,4,229.27,0.0,Novosibirsk,Orlov,B2B,673.92,917.08,243.16
ORD-2306-00323,2023-06-13,Jeans Slim,Clothing,4,146.06,0.0,Kazan,Volkova,B2C,456.08,584.24,128.16
ORD-2407-00324,2024-07-27,Desk Chair,Office,4,28.97,0.2,Nizhny Novgorod,Petrova,B2B,71.44,92.7,21.26
ORD-2408-00325,2024-08-11,Keyboard Mech,Office,3,28.51,0.0,Saint Petersburg,Smirnova,B2B,51.39,85.53,34.14
ORD-2401-00326,2024-01-04,Bike Helmet,Outdoor,7,15.32,0.05,Nizhny Novgorod,Petrova,B2C,78.75,101.88,23.13
ORD-2405-00327,2024-05-20,Vacuum 3000,Home,3,246.23,0.15,Nizhny Novgorod,Unknown,B2B,557.82,627.89,70.07
ORD-2406-00328,2024-06-08,Keyboard Mech,Office,7,304.59,0.0,Yekaterinburg,Sidorov,B2C,1579.48,2132.13,552.65
ORD-2505-00329,2025-05-15,Lamp LED,Home,2,214.87,0.05,Nizhny Novgorod,Sidorov,B2B,326.54,408.25,81.71
ORD-2411-00330,2024-11-16,Headphones Pro,Electronics,2,228.5,0.0,Moscow,Unknown,B2C,366.44,457.0,90.56
ORD-2503-00331,2025-03-29,Thermo Bottle,Outdoor,5,341.67,0.1,Novosibirsk,Unknown,B2C,1084.5,1537.52,453.02
ORD-2410-00332,2024-10-05,Vacuum 3000,Home,6,152.9,0.2,Saint Petersburg,Unknown,B2B,675.24,733.92,58.68
ORD-2312-00333,2023-12-07,Camera Zoom,Electronics,2,147.03,0.1,Nizhny Novgorod,Sidorov,B2C,222.52,264.65,42.13
ORD-2503-00334,2025-03-18,Printer Jet,Office,6,86.33,0.05,Moscow,Unknown,B2C,394.2,492.08,97.88
ORD-2508-00335,2025-08-06,Sneakers Run,Clothing,3,93.69,0.1,Moscow,Sidorov,B2C,202.74,252.96,50.22
ORD-2409-00336,2024-09-20,Monitor 24,Office,4,81.74,0.0,Saint Petersburg,Orlov,B2C,205.12,326.96,121.84
ORD-2305-00337,2023-05-24,Headphones Pro,Electronics,6,1237.08,0.0,Novosibirsk,Smirnova,B2B,6079.56,7422.48,1342.92
ORD-2410-00338,2024-10-09,Doll Classic,Toys,3,43.98,0.05,Moscow,Petrova,B2C,81.9,125.34,43.44
ORD-2412-00339,2024-12-31,Air Purifier,Home,4,99.89,0.05,Nizhny Novgorod,Kuznetsov,B2B,284.2,379.58,95.38
ORD-2409-00340,2024-09-15,Coffee Maker,Home,4,29.74,0.0,Moscow,Sidorov,B2C,101.0,118.96,17.96
ORD-2504-00341,2025-04-29,Jeans Slim,Clothing,6,11.32,0.05,Nizhny Novgorod,Kuznetsov,B2C,50.04,64.52,14.48
ORD-2404-00342,2024-04-06,Smartphone X,Electronics,5,1154.48,0.05,Saint Petersburg,Kuznetsov,B2C,3951.95,5483.78,1531.83
ORD-2309-00343,2023-09-13,Bike Helmet,Outdoor,2,453.82,0.0,Novosibirsk,Sidorov,B2B,573.04,907.64,334.6
ORD-2501-00344,2025-01-16,Monitor 24,Office,1,110.14,0.15,Novosibirsk,Volkova,B2B,77.41,93.62,16.21
ORD-2311-00345,2023-11-15,Monitor 24,Office,3,121.63,0.15,Nizhny Novgorod,Ivanov,B2B,278.88,310.16,31.28
ORD-2407-00346,2024-07-27,Printer Jet,Office,7,56.72,0.15,Saint Petersburg,Orlov,B2C,278.39,337.48,59.09
ORD-2504-00347,2025-04-12,Building Blocks,Toys,2,46.05,0.15,Nizhny Novgorod,Kuznetsov,B2C,57.38,78.28,20.9
ORD-2409-00348,2024-09-18,Jacket Wind,Clothing,1,141.03,0.0,Yekaterinburg,Kuznetsov,B2C,115.75,141.03,25.28
ORD-2311-00349,2023-11-20,Tent 2P,Outdoor,4,127.87,0.05,Novosibirsk,Smirnova,B2C,416.8,485.91,69.11
ORD-2410-00350,2024-10-03,Thermo Bottle,Outdoor,7,421.7,0.0,Nizhny Novgorod,Ivanov,B2C,1881.25,2951.9,1070.65
ORD-2502-00351,2025-02-11,Keyboard Mech,Office,5,158.28,0.1,Saint Petersburg,Orlov,B2B,592.1,712.26,120.16
ORD-2301-00352,2023-01-14,Doll Classic,Toys,2,42.1,0.0,Moscow,Kuznetsov,B2C,62.6,84.2,21.6
ORD-2311-00353,2023-11-19,Cap Sport,Clothing,3,36.28,0.0,Nizhny Novgorod,Sidorov,B2B,90.39,108.84,18.45
ORD-2303-00354,2023-03-10,Hiking Boots,Outdoor,4,163.84,0.1,Kazan,Sidorov,B2C,404.84,589.82,184.98
ORD-2504-00355,2025-04-12,RC Car,Toys,5,81.07,0.05,Yekaterinburg,Orlov,B2C,304.45,385.08,80.63
ORD-2306-00356,2023-06-24,Smartphone X,Electronics,6,1120.9,0.1,Novosibirsk,Volkova,B2B,5333.4,6052.86,719.46
ORD-2302-00357,2023-02-07,Blender Max,Home,3,55.8,0.0,Yekaterinburg,Unknown,B2B,123.87,167.4,43.53
ORD-2302-00358,2023-02-22,Air Purifier,Home,7,144.43,0.1,Novosibirsk,Ivanov,B2C,621.04,909.91,288.87
ORD-2505-00359,2025-05-05,Thermo Bottle,Outdoor,5,255.78,0.0,Novosibirsk,Kuznetsov,B2C,835.3,1278.9,443.6
ORD-2308-00360,2023-08-08,Thermo Bottle,Outdoor,6,197.46,0.1,Novosibirsk,Unknown,B2B,730.44,1066.28,335.84
ORD-2312-00361,2023-12-25,Thermo Bottle,Outdoor,7,152.19,0.05,Kazan,Volkova,B2C,652.26,1012.06,359.8
ORD-2509-00362,2025-09-30,Desk Chair,Office,2,284.01,0.05,Kazan,Kuznetsov,B2C,412.24,539.62,127.38
ORD-2402-00363,2024-02-12,Smartphone X,Electronics,6,335.7,0.05,Nizhny Novgorod,Unknown,B2C,1504.44,1913.49,409.05
ORD-2307-00364,2023-07-21,Vacuum 3000,Home,4,211.06,0.0,Moscow,Petrova,B2C,634.16,844.24,210.08
ORD-2310-00365,2023-10-07,Air Purifier,Home,4,148.28,0.05,Kazan,Unknown,B2C,406.12,563.46,157.34
ORD-2305-00366,2023-05-14,Jeans Slim,Clothing,1,81.37,0.1,Saint Petersburg,Ivanov,B2C,68.41,73.23,4.82
ORD-2507-00367,2025-07-21,Jacket Wind,Clothing,4,94.72,0.0,Novosibirsk,Petrova,B2B,230.64,378.88,148.24
ORD-2401-00368,2024-01-26,Smartphone X,Electronics,2,160.25,0.1,Kazan,Volkova,B2B,269.98,288.45,18.47
ORD-2304-00369,2023-03-04,Jacket Wind,Clothing,2,99.11,0.05,Novosibirsk,Petrova,B2C,143.12,188.31,45.19
ORD-2303-00370,2023-03-17,T-Shirt Cotton,Clothing,2,74.02,0.15,Kazan,Sidorov,B2C,96.8,125.83,29.03
ORD-2402-00371,2024-08-02,Laptop Air,Electronics,5,603.28,0.0,Novosibirsk,Volkova,B2B,1828.15,3016.4,1188.25
ORD-2307-00372,2023-07-05,Vacuum 3000,Home,3,89.81,0.0,Saint Petersburg,Orlov,B2C,174.63,269.43,94.8
ORD-2307-00373,2023-07-10,Tablet Mini,Electronics,5,541.28,0.05,Kazan,Smirnova,B2C,1645.7,2571.08,925.38
ORD-2411-00374,2024-11-23,Backpack 30L,Outdoor,3,385.53,0.0,Saint Petersburg,Smirnova,B2C,874.8,1156.59,281.79
ORD-2503-00375,2025-03-21,Lamp LED,Home,4,135.57,0.0,Nizhny Novgorod,Kuznetsov,B2C,372.16,542.28,170.12
ORD-2509-00376,2025-09-27,Keyboard Mech,Office,6,104.06,0.0,Nizhny Novgorod,Unknown,B2C,394.56,624.36,229.8
ORD-2307-00377,2023-07-29,Tent 2P,Outdoor,7,128.9,0.15,Moscow,Unknown,B2B,582.4,766.96,184.56
ORD-2412-00378,2024-12-09,T-Shirt Cotton,Clothing,6,179.26,0.15,Nizhny Novgorod,Sidorov,B2B,904.98,914.23,9.25
ORD-2407-00379,2024-07-02,Camera Zoom,Electronics,5,213.02,0.1,Novosibirsk,Orlov,B2C,743.25,958.59,215.34
ORD-2307-00380,2023-07-15,Jacket Wind,Clothing,2,34.01,0.0,Saint Petersburg,Petrova,B2C,51.38,68.02,16.64
ORD-2402-00381,2024-02-06,Lamp LED,Home,2,124.49,0.1,Yekaterinburg,Smirnova,B2B,155.32,224.08,68.76
ORD-2310-00382,2023-10-03,Laptop Air,Electronics,2,340.24,0.05,Moscow,Orlov,B2B,464.54,646.46,181.92
ORD-2507-00383,2025-07-13,Bike Helmet,Outdoor,7,433.79,0.0,Kazan,Orlov,B2C,2537.71,3036.53,498.82
ORD-2304-00384,2023-04-18,Tablet Mini,Electronics,1,109.13,0.0,Novosibirsk,Kuznetsov,B2C,90.11,109.13,19.02
ORD-2311-00385,2023-11-02,Smartphone X,Electronics,6,334.06,0.0,Novosibirsk,Orlov,B2C,1379.64,2004.36,624.72
ORD-2508-00386,2025-08-09,Vacuum 3000,Home,7,61.55,0.0,Novosibirsk,Unknown,B2C,326.69,430.85,104.16
ORD-2302-00387,2023-02-24,Thermo Bottle,Outdoor,1,163.3,0.0,Nizhny Novgorod,Petrova,B2C,106.7,163.3,56.6
ORD-2310-00388,2023-10-25,T-Shirt Cotton,Clothing,7,16.86,0.05,Moscow,Unknown,B2C,81.69,112.12,30.43
ORD-2506-00389,2025-06-17,Laptop Air,Electronics,5,906.18,0.0,Novosibirsk,Sidorov,B2C,3368.7,4530.9,1162.2
ORD-2311-00390,2023-11-06,Air Purifier,Home,4,78.37,0.1,Novosibirsk,Ivanov,B2C,228.16,282.13,53.97
ORD-2304-00391,2023-05-04,Monitor 24,Office,2,299.2,0.0,Nizhny Novgorod,Unknown,B2B,374.54,598.4,223.86
ORD-2406-00392,2024-06-12,Air Purifier,Home,3,127.71,0.15,Novosibirsk,Unknown,B2C,260.01,325.66,65.65
ORD-2304-00393,2023-06-04,RC Car,Toys,7,19.95,0.0,Nizhny Novgorod,Orlov,B2C,97.72,139.65,41.93
ORD-2305-00394,2023-05-10,Blender Max,Home,5,211.45,0.05,Yekaterinburg,Kuznetsov,B2B,832.9,1004.39,171.49
ORD-2406-00395,2024-06-26,Tablet Mini,Electronics,4,558.65,0.0,Nizhny Novgorod,Kuznetsov,B2B,1442.8,2234.6,791.8
ORD-2502-00396,2025-02-23,Thermo Bottle,Outdoor,1,376.04,0.05,Kazan,Sidorov,B2B,248.43,357.24,108.81
ORD-2408-00397,2024-08-07,Laptop Air,Electronics,2,961.76,0.05,Moscow,Orlov,B2B,1372.14,1827.34,455.2
ORD-2411-00398,2024-11-18,Desk Chair,Office,5,75.57,0.15,Kazan,Smirnova,B2C,305.0,321.17,16.17
ORD-2306-00399,2023-11-06,RC Car,Toys,1,28.05,0.05,Saint Petersburg,Ivanov,B2C,18.71,26.65,7.94
ORD-2308-00400,2023-08-17,Coffee Maker,Home,1,144.73,0.2,Kazan,Orlov,B2C,112.32,115.78,3.46
ORD-2303-00401,2023-03-30,RC Car,Toys,4,69.09,0.15,Moscow,Unknown,B2C,179.2,234.91,55.71
ORD-2303-00402,2023-03-24,Hiking Boots,Outdoor,1,195.74,0.0,Kazan,Volkova,B2B,125.9,195.74,69.84
ORD-2402-00403,2024-02-07,Backpack 30L,Outdoor,5,133.39,0.0,Yekaterinburg,Unknown,B2C,552.65,666.95,114.3
